DATASET,Index,WellID,Well Name,Loop,Channel,fps,version,HROI Change Intensity,Harmonic Intensity,Heart size,Intensity/Harmonic Intensity (top 5 %),Movement detection max,SNR,SNR Top 5%,Signal Intensity Top 5%,Signal intensity,Signal regional prominence,Start frame(movement),Stop frame(movement),empty frames,ground truth,Heartrate (BPM),error
201130140738__OlE_HR_IP0_21C,6,WE00006,A006,LO001,CO1,23.84,v1.4(may22-region),357.631,5.672,442.000,0.938,2644.000,0.310,0.497,5.000,2.000,0.477,0.000,239.000,0.000,350.100,186.000,164.100
201130140738__OlE_HR_IP0_21C,8,WE00008,A008,LO001,CO1,23.85,v1.4(may22-region),86.341,1.786,860.000,4.601,60923.000,0.310,0.523,8.000,2.000,0.683,0.000,128.000,0.000,350.100,22.000,328.100
201130160513_OlE_HR_IP0_35C,3,WE00003,A003,LO001,CO1,23.84,v1.4(may22-region),470.783,0.082,8067.000,130.034,7789.000,0.627,0.961,11.000,2.000,0.974,0.000,239.000,0.000,350.100,257.000,93.100
201207160211_OlE_HR_IP0_35C,2,WE00002,A002,LO001,CO1,23.85,v1.4(may22-region),139.330,8.386,45838.000,3.283,125896.000,0.375,0.725,28.000,5.000,0.693,105.000,211.000,0.000,350.100,27.000,323.100
201207160211_OlE_HR_IP0_35C,14,WE00022,B003,LO001,CO1,23.85,v1.4(may22-region),101.583,7.392,5099.000,2.822,104725.000,0.383,0.666,21.000,4.000,0.874,98.000,239.000,0.000,350.100,20.000,330.100
201102140350_OlE_HR_IPF0_21C,59,WE00011,A011,LO002,CO1,23.84,v1.4(may22-region),533.279,15.404,2789.000,4.225,2808.000,0.442,0.708,65.000,17.000,0.939,0.000,239.000,0.000,350.100,60.000,290.100
201102140350_OlE_HR_IPF0_21C,91,WE00085,H012,LO002,CO1,23.85,v1.4(may22-region),761.285,25.468,4663.000,1.705,5906.000,0.410,0.745,43.000,8.000,0.473,0.000,239.000,0.000,350.100,174.000,176.100
201116140957_OlE_HR_IPF0_21C,37,WE00037,D012,LO001,CO1,23.84,v1.4(may22-region),165.239,3.066,836.000,4.112,6735.000,0.320,0.474,13.000,4.000,0.789,0.000,239.000,0.000,350.100,24.000,326.100
201116140957_OlE_HR_IPF0_21C,83,WE00021,B004,LO002,CO1,23.82,v1.4(may22-region),184.160,15.655,7009.000,3.414,91397.000,0.371,0.642,53.000,11.000,0.721,47.000,239.000,0.000,350.100,22.000,328.100
200317152527_OlE_HR_IPF0_28C_2x,91,WE00091,H006,LO001,CO1,24.87,v1.4(may22-region),722.758,1.389,3038.000,42.230,6501.000,0.341,0.463,59.000,11.000,0.992,0.000,239.000,0.000,350.100,94.000,256.100
200317152527_OlE_HR_IPF0_28C_2x,139,WE00043,D006,LO002,CO1,24.88,v1.4(may22-region),476.918,20.102,11719.000,4.858,129298.000,0.436,0.782,98.000,20.000,0.482,43.000,239.000,0.000,350.100,15.000,335.100
200317152527_OlE_HR_IPF0_28C_2x,141,WE00045,D004,LO002,CO1,24.85,v1.4(may22-region),172.772,21.563,61263.000,5.038,109983.000,0.479,0.833,109.000,18.000,0.713,87.000,239.000,0.000,350.100,20.000,330.100
201026160211_OlE_HR_IPF0_35C,1,WE00001,A001,LO001,CO1,24.58,v1.4(may22-region),76.748,4.150,10003.000,3.016,116041.000,0.321,0.625,13.000,2.000,0.778,94.000,239.000,0.000,350.100,20.000,330.100
201026135428_OlE_HR_IPF0_21C,11,WE00011,A011,LO001,CO1,24.74,v1.4(may22-region),266.663,6.675,5414.000,5.452,4745.000,0.400,0.722,36.000,8.000,0.583,0.000,239.000,0.000,350.100,19.000,331.100
200914163139_OlE_HR_IPF0_35C,5,WE00005,A005,LO001,CO1,23.86,v1.4(may22-region),265.141,12.043,20427.000,4.693,142590.000,0.354,0.663,57.000,11.000,0.703,36.000,239.000,0.000,350.100,21.000,329.100
200914163139_OlE_HR_IPF0_35C,16,WE00016,B009,LO001,CO1,23.86,v1.4(may22-region),123.352,8.632,16717.000,4.071,152207.000,0.422,0.773,35.000,7.000,0.763,52.000,193.000,0.000,350.100,20.000,330.100
200914163139_OlE_HR_IPF0_35C,32,WE00032,C008,LO001,CO1,23.84,v1.4(may22-region),1395.599,0.502,7288.000,214.963,8391.000,0.566,0.734,108.000,18.000,0.992,0.000,239.000,0.000,350.100,174.000,176.100
200914163139_OlE_HR_IPF0_35C,50,WE00050,E002,LO001,CO1,23.84,v1.4(may22-region),74.464,4.005,22195.000,3.622,109999.000,0.340,0.688,15.000,3.000,0.742,108.000,233.000,0.000,350.100,23.000,327.100
200914163139_OlE_HR_IPF0_35C,76,WE00013,B012,LO002,CO1,23.82,v1.4(may22-region),146.667,26.082,11946.000,3.469,96025.000,0.405,0.670,90.000,12.000,0.861,86.000,239.000,0.000,350.100,19.000,331.100
201109145450_OlE_HR_IPF0_28C,20,WE00020,B005,LO001,CO1,23.84,v1.4(may22-region),118.444,2.633,3830.000,4.735,145754.000,0.368,0.652,12.000,3.000,0.801,44.000,239.000,0.000,350.100,22.000,328.100
201109145450_OlE_HR_IPF0_28C,49,WE00049,E001,LO001,CO1,23.86,v1.4(may22-region),108.139,3.148,2922.000,6.925,110287.000,0.455,0.772,22.000,3.000,0.850,60.000,239.000,0.000,350.100,16.000,334.100
201109145450_OlE_HR_IPF0_28C,51,WE00051,E003,LO001,CO1,23.83,v1.4(may22-region),186.097,12.094,15056.000,3.177,121705.000,0.353,0.594,38.000,6.000,0.509,108.000,239.000,0.000,350.100,22.000,328.100
201109145450_OlE_HR_IPF0_28C,99,WE00029,C005,LO002,CO1,23.85,v1.4(may22-region),84.807,3.743,20931.000,5.104,138160.000,0.398,0.709,19.000,3.000,0.801,105.000,239.000,0.000,350.100,21.000,329.100
200810161745_OlE_HR_IPF0_35C,22,WE00022,B003,LO001,CO1,23.83,v1.4(may22-region),90.280,11.255,98157.000,5.093,148912.000,0.440,0.815,57.000,7.000,0.650,0.000,114.000,0.000,350.100,25.000,325.100
200810161745_OlE_HR_IPF0_35C,24,WE00024,B001,LO001,CO1,23.79,v1.4(may22-region),121.281,15.102,8509.000,3.136,133020.000,0.410,0.712,47.000,11.000,0.718,80.000,239.000,0.000,350.100,18.000,332.100
200810161745_OlE_HR_IPF0_35C,46,WE00046,D003,LO001,CO1,23.81,v1.4(may22-region),138.016,21.522,107651.000,4.216,133761.000,0.429,0.788,91.000,16.000,0.705,110.000,239.000,0.000,350.100,22.000,328.100
200810161745_OlE_HR_IPF0_35C,50,WE00050,E002,LO001,CO1,23.85,v1.4(may22-region),109.972,16.463,126015.000,3.350,134854.000,0.400,0.753,55.000,8.000,0.660,126.000,239.000,0.000,350.100,25.000,325.100
200810161745_OlE_HR_IPF0_35C,65,WE00072,F001,LO001,CO1,23.82,v1.4(may22-region),232.183,4.726,635.000,5.662,130806.000,0.369,0.548,27.000,8.000,0.687,2.000,239.000,0.000,350.100,18.000,332.100
200810134754_OlE_HR_IPF0_21C,32,WE00032,C008,LO001,CO1,23.79,v1.4(may22-region),211.028,0.888,650.000,2.394,3169.000,0.351,0.496,2.000,1.000,0.925,0.000,239.000,0.000,350.100,185.000,165.100
200810134754_OlE_HR_IPF0_21C,69,WE00088,H009,LO001,CO1,23.83,v1.4(may22-region),685.587,61.264,6401.000,0.727,7683.000,0.361,0.689,45.000,6.000,0.366,0.000,239.000,0.000,350.100,173.000,177.100
200810134754_OlE_HR_IPF0_21C,143,WE00090,H007,LO002,CO1,23.82,v1.4(may22-region),570.772,25.970,7801.000,0.748,9206.000,0.354,0.638,19.000,4.000,0.471,0.000,239.000,0.000,350.100,197.000,153.100
200707132459_OlE_HR_IPF0_21C,54,WE00054,E006,LO001,CO1,23.81,v1.4(may22-region),136.913,11.985,53968.000,2.810,123430.000,0.351,0.696,34.000,7.000,0.680,108.000,239.000,0.000,350.100,22.000,328.100
200707132459_OlE_HR_IPF0_21C,63,WE00063,F010,LO001,CO1,23.82,v1.4(may22-region),354.977,3.228,519.000,1.656,7394.000,0.296,0.389,5.000,1.000,0.867,0.000,239.000,0.000,350.100,173.000,177.100
200707132459_OlE_HR_IPF0_21C,85,WE00088,H009,LO001,CO1,23.81,v1.4(may22-region),742.269,26.011,4946.000,1.125,9831.000,0.338,0.489,29.000,7.000,0.757,0.000,239.000,0.000,350.100,185.000,165.100
200313163128_OlE_HR_IPF0_35C_2x,38,WE00038,D011,LO001,CO1,23.81,v1.4(may22-region),232.492,6.273,924.000,4.623,131633.000,0.420,0.734,29.000,8.000,0.600,16.000,239.000,0.000,350.100,19.000,331.100
200313163128_OlE_HR_IPF0_35C_2x,62,WE00062,F011,LO001,CO1,23.79,v1.4(may22-region),124.490,4.611,14039.000,4.018,133859.000,0.351,0.685,19.000,4.000,0.714,34.000,239.000,0.000,350.100,21.000,329.100
200313163128_OlE_HR_IPF0_35C_2x,122,WE00026,C002,LO002,CO1,23.8,v1.4(may22-region),99.396,7.132,12203.000,4.253,149104.000,0.443,0.799,30.000,6.000,0.769,95.000,239.000,0.000,350.100,20.000,330.100
200313163128_OlE_HR_IPF0_35C_2x,187,WE00091,H006,LO002,CO1,23.79,v1.4(may22-region),142.542,3.242,35748.000,3.935,124811.000,0.334,0.613,13.000,2.000,0.645,110.000,239.000,0.000,350.100,22.000,328.100
201102161044_OlE_HR_IPF0_35C,41,WE00047,D002,LO001,CO1,23.86,v1.4(may22-region),150.234,6.942,23383.000,4.363,115932.000,0.343,0.602,30.000,6.000,0.777,43.000,239.000,0.000,350.100,22.000,328.100
201102161044_OlE_HR_IPF0_35C,64,WE00016,B009,LO002,CO1,23.83,v1.4(may22-region),119.030,10.603,104083.000,3.290,144573.000,0.389,0.728,35.000,6.000,0.685,113.000,239.000,0.000,350.100,23.000,327.100
200803161751_OlE_HR_IPF0_35C,10,WE00010,A010,LO001,CO1,23.82,v1.4(may22-region),103.788,11.488,102153.000,3.830,109913.000,0.420,0.794,44.000,7.000,0.708,102.000,218.000,0.000,350.100,25.000,325.100
200803161751_OlE_HR_IPF0_35C,11,WE00011,A011,LO001,CO1,23.81,v1.4(may22-region),167.089,12.465,39171.000,2.875,127166.000,0.348,0.650,36.000,5.000,0.670,100.000,239.000,0.000,350.100,21.000,329.100
200803161751_OlE_HR_IPF0_35C,29,WE00029,C005,LO001,CO1,23.82,v1.4(may22-region),193.054,40.025,127404.000,4.169,139769.000,0.458,0.818,167.000,31.000,0.676,74.000,239.000,0.000,350.100,17.000,333.100
200803161751_OlE_HR_IPF0_35C,30,WE00030,C006,LO001,CO1,23.81,v1.4(may22-region),180.920,21.641,48987.000,4.495,136227.000,0.474,0.789,97.000,19.000,0.708,62.000,239.000,0.000,350.100,16.000,334.100
200803161751_OlE_HR_IPF0_35C,37,WE00043,D006,LO001,CO1,23.83,v1.4(may22-region),268.450,11.389,18105.000,7.007,172404.000,0.448,0.807,80.000,16.000,0.655,19.000,239.000,0.000,350.100,19.000,331.100
200803161751_OlE_HR_IPF0_35C,60,WE00012,A012,LO002,CO1,23.83,v1.4(may22-region),144.553,2.273,10760.000,5.097,128781.000,0.380,0.616,12.000,3.000,0.811,37.000,239.000,0.000,350.100,21.000,329.100
200803161751_OlE_HR_IPF0_35C,85,WE00043,D006,LO002,CO1,23.79,v1.4(may22-region),125.577,2.734,39759.000,5.237,160499.000,0.387,0.749,14.000,3.000,0.675,113.000,239.000,0.000,350.100,23.000,327.100
200803151856_OlE_HR_IPF0_28C,21,WE00021,B004,LO001,CO1,23.81,v1.4(may22-region),110.061,15.225,84472.000,3.401,123316.000,0.413,0.734,52.000,9.000,0.737,119.000,239.000,0.000,350.100,24.000,326.100
200803151856_OlE_HR_IPF0_28C,28,WE00028,C004,LO001,CO1,23.81,v1.4(may22-region),426.833,7.496,5296.000,4.345,9121.000,0.365,0.560,33.000,5.000,0.992,0.000,239.000,0.000,350.100,66.000,284.100
200803151856_OlE_HR_IPF0_28C,60,WE00012,A012,LO002,CO1,23.81,v1.4(may22-region),179.887,13.352,8214.000,4.603,131629.000,0.441,0.738,61.000,20.000,0.685,16.000,239.000,0.000,350.100,19.000,331.100
200803151856_OlE_HR_IPF0_28C,68,WE00020,B005,LO002,CO1,23.81,v1.4(may22-region),142.283,11.995,39910.000,2.844,148739.000,0.405,0.708,34.000,7.000,0.739,69.000,239.000,0.000,350.100,17.000,333.100
200914152922_OlE_HR_IPF0_28C,8,WE00008,A008,LO001,CO1,23.85,v1.4(may22-region),160.885,22.329,35930.000,3.683,131707.000,0.441,0.783,82.000,14.000,0.743,86.000,239.000,0.000,350.100,19.000,331.100
200914152922_OlE_HR_IPF0_28C,15,WE00015,B010,LO001,CO1,23.85,v1.4(may22-region),206.689,4.079,31212.000,8.447,106308.000,0.436,0.767,34.000,8.000,0.620,0.000,216.000,0.000,350.100,20.000,330.100
201109135110_OlE_HR_IPF0_21C,5,WE00005,A005,LO001,CO1,23.85,v1.4(may22-region),200.598,26.371,21449.000,5.074,125162.000,0.463,0.826,134.000,23.000,0.618,75.000,239.000,0.000,350.100,17.000,333.100
201109135110_OlE_HR_IPF0_21C,11,WE00011,A011,LO001,CO1,23.84,v1.4(may22-region),461.531,11.410,727.000,1.551,1937.000,0.328,0.529,18.000,4.000,0.499,0.000,239.000,0.000,350.100,174.000,176.100
201109135110_OlE_HR_IPF0_21C,124,WE00054,E006,LO002,CO1,23.81,v1.4(may22-region),649.692,21.353,4443.000,0.826,5484.000,0.360,0.709,18.000,5.000,0.419,0.000,239.000,0.000,350.100,185.000,165.100
200707155732_OlE_HR_IPF0_35C,15,WE00015,B010,LO001,CO1,23.81,v1.4(may22-region),216.986,6.720,34909.000,2.963,201697.000,0.349,0.629,20.000,5.000,0.651,106.000,239.000,0.000,350.100,21.000,329.100
200707155732_OlE_HR_IPF0_35C,27,WE00027,C003,LO001,CO1,23.79,v1.4(may22-region),303.466,14.409,27063.000,4.725,180778.000,0.458,0.777,68.000,13.000,0.674,54.000,239.000,0.000,350.100,15.000,335.100
200707155732_OlE_HR_IPF0_35C,103,WE00016,B009,LO002,CO1,23.79,v1.4(may22-region),257.238,4.652,7581.000,8.111,120925.000,0.410,0.697,38.000,8.000,0.807,7.000,239.000,0.000,350.100,18.000,332.100
201207140225_OlE_HR_IP0_21C,1,WE00001,A001,LO001,CO1,23.86,v1.4(may22-region),674.637,26.926,2657.000,1.052,34571.000,0.352,0.520,28.000,6.000,0.503,0.000,239.000,0.000,350.100,198.000,152.100
201207140225_OlE_HR_IP0_21C,40,WE00086,H011,LO002,CO1,23.86,v1.4(may22-region),482.471,27.814,10510.000,1.053,9581.000,0.360,0.551,29.000,5.000,0.478,0.000,239.000,0.000,350.100,162.000,188.100
200803141609_OlE_HR_IPF0_21C,56,WE00008,A008,LO002,CO1,23.88,v1.4(may22-region),249.265,1.349,2450.000,1.000,3838.000,0.334,0.512,1.000,1.000,0.448,0.000,239.000,0.000,350.100,174.000,176.100
201214133044_OlE_HR_IP0_21C,14,WE00014,B011,LO001,CO1,23.81,v1.4(may22-region),493.011,13.935,4978.000,1.025,8331.000,0.336,0.489,14.000,4.000,0.546,0.000,239.000,0.000,350.100,185.000,165.100
201214133044_OlE_HR_IP0_21C,37,WE00042,D007,LO001,CO1,23.84,v1.4(may22-region),71.192,3.811,13091.000,4.479,125962.000,0.360,0.633,17.000,2.000,0.756,121.000,239.000,0.000,350.100,24.000,326.100
200810150421_OlE_HR_IPF0_28C,28,WE00028,C004,LO001,CO1,23.82,v1.4(may22-region),166.608,7.165,6433.000,6.390,17128.000,0.402,0.674,46.000,11.000,0.647,0.000,239.000,0.000,350.100,18.000,332.100
200810150421_OlE_HR_IPF0_28C,34,WE00034,C010,LO001,CO1,23.83,v1.4(may22-region),133.150,6.480,5955.000,5.320,129233.000,0.473,0.814,34.000,7.000,0.805,82.000,239.000,0.000,350.100,18.000,332.100
200810150421_OlE_HR_IPF0_28C,51,WE00051,E003,LO001,CO1,23.83,v1.4(may22-region),174.013,28.657,2905.000,3.365,123623.000,0.428,0.662,96.000,32.000,0.833,10.000,239.000,0.000,350.100,19.000,331.100
200810150421_OlE_HR_IPF0_28C,65,WE00072,F001,LO001,CO1,23.81,v1.4(may22-region),246.767,14.104,34197.000,4.302,88568.000,0.439,0.755,61.000,17.000,0.718,3.000,239.000,0.000,350.100,18.000,332.100
200810150421_OlE_HR_IPF0_28C,73,WE00001,A001,LO002,CO1,23.8,v1.4(may22-region),104.169,13.210,15594.000,3.818,177037.000,0.389,0.720,50.000,10.000,0.753,105.000,239.000,0.000,350.100,21.000,329.100
200706153459_OlE_HR_IPF0_28C,24,WE00024,B001,LO001,CO1,23.79,v1.4(may22-region),372.105,10.294,607.000,1.009,2563.000,0.354,0.590,10.000,2.000,0.405,0.000,239.000,0.000,350.100,293.000,57.100
200706153459_OlE_HR_IPF0_28C,31,WE00031,C007,LO001,CO1,23.81,v1.4(may22-region),126.339,4.175,2246.000,3.596,102149.000,0.416,0.624,15.000,4.000,0.721,73.000,239.000,0.000,350.100,17.000,333.100
200706153459_OlE_HR_IPF0_28C,110,WE00035,C011,LO002,CO1,23.81,v1.4(may22-region),144.442,15.496,37511.000,3.718,137583.000,0.431,0.733,58.000,11.000,0.778,75.000,239.000,0.000,350.100,17.000,333.100
200706153459_OlE_HR_IPF0_28C,130,WE00055,E007,LO002,CO1,23.81,v1.4(may22-region),224.779,6.445,41899.000,5.825,125095.000,0.379,0.706,38.000,6.000,0.740,27.000,239.000,0.000,350.100,20.000,330.100
200817142345_OlE_HR_IPF0_21C,61,WE00061,F012,LO001,CO1,23.85,v1.4(may22-region),460.967,11.876,754.000,2.580,4618.000,0.388,0.632,31.000,6.000,0.538,0.000,239.000,0.000,350.100,198.000,152.100
200817142345_OlE_HR_IPF0_21C,124,WE00035,C011,LO002,CO1,23.89,v1.4(may22-region),496.340,18.917,4703.000,1.705,4649.000,0.365,0.634,32.000,4.000,0.493,0.000,239.000,0.000,350.100,174.000,176.100
200824153854_OlE_HR_IPF0_28C,28,WE00028,C004,LO001,CO1,23.85,v1.4(may22-region),116.570,17.035,58774.000,3.665,123890.000,0.412,0.761,62.000,11.000,0.758,116.000,239.000,0.000,350.100,23.000,327.100
200824153854_OlE_HR_IPF0_28C,173,WE00077,G005,LO002,CO1,23.83,v1.4(may22-region),221.598,7.612,3561.000,6.258,100646.000,0.399,0.688,48.000,12.000,0.670,14.000,239.000,0.000,350.100,19.000,331.100
200317141928_OlE_HR_IPF0_21C_2x,85,WE00085,H012,LO001,CO1,24.84,v1.4(may22-region),699.318,22.699,6798.000,1.473,7349.000,0.430,0.785,33.000,8.000,0.495,0.000,239.000,0.000,350.100,206.000,144.100
200317141928_OlE_HR_IPF0_21C_2x,96,WE00096,H001,LO001,CO1,24.79,v1.4(may22-region),263.411,2.749,1456.000,1.561,5137.000,0.309,0.455,4.000,1.000,0.510,0.000,239.000,0.000,350.100,180.000,170.100
200317141928_OlE_HR_IPF0_21C_2x,145,WE00049,E001,LO002,CO1,24.8,v1.4(may22-region),382.528,15.497,2153.000,0.628,4259.000,0.381,0.591,10.000,2.000,0.496,0.000,239.000,0.000,350.100,193.000,157.100
201214160351_OlE_HR_IP0_35C,23,WE00023,B002,LO001,CO1,23.81,v1.4(may22-region),182.923,31.890,12029.000,3.819,109471.000,0.498,0.806,122.000,24.000,0.717,53.000,239.000,0.000,350.100,15.000,335.100
201214160351_OlE_HR_IP0_35C,25,WE00025,C001,LO001,CO1,23.81,v1.4(may22-region),303.284,18.135,35117.000,4.121,144584.000,0.367,0.678,75.000,14.000,0.668,41.000,239.000,0.000,350.100,22.000,328.100
201214144020_OlE_HR_IP0_28C,69,WE00020,B005,LO002,CO1,23.84,v1.4(may22-region),108.276,13.999,12807.000,3.360,97419.000,0.442,0.758,47.000,9.000,0.702,76.000,239.000,0.000,350.100,18.000,332.100
201116161242_OlE_HR_IPF0_35C,29,WE00029,C005,LO001,CO1,23.83,v1.4(may22-region),104.209,7.511,4246.000,4.853,116608.000,0.448,0.805,36.000,8.000,0.683,87.000,239.000,0.000,350.100,19.000,331.100
201116161242_OlE_HR_IPF0_35C,122,WE00088,H009,LO002,CO1,23.83,v1.4(may22-region),258.314,4.955,4481.000,5.926,141763.000,0.403,0.688,29.000,8.000,0.762,9.000,239.000,0.000,350.100,19.000,331.100
201109160041_OlE_HR_IPF0_35C,5,WE00005,A005,LO001,CO1,23.85,v1.4(may22-region),518.832,5.714,11099.000,5.252,135608.000,0.326,0.617,30.000,6.000,0.484,26.000,239.000,0.000,350.100,20.000,330.100
201109160041_OlE_HR_IPF0_35C,41,WE00041,D008,LO001,CO1,23.83,v1.4(may22-region),147.810,2.956,2009.000,4.834,7582.000,0.391,0.688,14.000,4.000,0.597,0.000,239.000,0.000,350.100,18.000,332.100
201109160041_OlE_HR_IPF0_35C,81,WE00011,A011,LO002,CO1,23.85,v1.4(may22-region),137.511,6.612,6733.000,3.949,114891.000,0.292,0.588,26.000,4.000,0.718,26.000,239.000,0.000,350.100,20.000,330.100
200707143717_OlE_HR_IPF0_28C,25,WE00025,C001,LO001,CO1,23.8,v1.4(may22-region),177.228,14.386,16186.000,3.284,97958.000,0.346,0.672,47.000,7.000,0.696,97.000,239.000,0.000,350.100,20.000,330.100
200707143717_OlE_HR_IPF0_28C,44,WE00044,D005,LO001,CO1,23.81,v1.4(may22-region),318.257,2.340,2482.000,5.938,4068.000,0.382,0.650,14.000,3.000,0.949,0.000,239.000,0.000,350.100,66.000,284.100
200707143717_OlE_HR_IPF0_28C,59,WE00059,E011,LO001,CO1,23.81,v1.4(may22-region),256.910,11.938,8296.000,4.290,24661.000,0.385,0.667,51.000,15.000,0.772,0.000,239.000,0.000,350.100,18.000,332.100
200707143717_OlE_HR_IPF0_28C,133,WE00046,D003,LO002,CO1,23.8,v1.4(may22-region),246.834,9.573,543.000,4.986,3222.000,0.459,0.692,48.000,17.000,0.855,0.000,239.000,0.000,350.100,18.000,332.100
200817164225_OlE_HR_IPF0_35C,5,WE00005,A005,LO001,CO1,23.88,v1.4(may22-region),178.693,20.517,43122.000,4.070,105283.000,0.414,0.774,84.000,12.000,0.589,96.000,239.000,0.000,350.100,20.000,330.100
200817164225_OlE_HR_IPF0_35C,11,WE00011,A011,LO001,CO1,23.88,v1.4(may22-region),292.679,8.865,3176.000,5.392,13399.000,0.422,0.692,48.000,10.000,0.919,0.000,239.000,0.000,350.100,18.000,332.100
200817164225_OlE_HR_IPF0_35C,22,WE00022,B003,LO001,CO1,23.88,v1.4(may22-region),424.897,3.310,6099.000,7.804,93905.000,0.342,0.589,26.000,4.000,0.480,0.000,195.000,0.000,350.100,22.000,328.100
200817164225_OlE_HR_IPF0_35C,52,WE00052,E004,LO001,CO1,23.85,v1.4(may22-region),169.149,34.303,21508.000,3.831,123613.000,0.464,0.857,131.000,26.000,0.704,108.000,239.000,0.000,350.100,22.000,328.100
200817164225_OlE_HR_IPF0_35C,53,WE00053,E005,LO001,CO1,23.89,v1.4(may22-region),509.261,2.450,8065.000,10.363,7178.000,0.433,0.769,25.000,6.000,0.461,0.000,239.000,0.000,350.100,18.000,332.100
200817164225_OlE_HR_IPF0_35C,124,WE00035,C011,LO002,CO1,23.87,v1.4(may22-region),135.610,10.787,2170.000,3.459,149100.000,0.385,0.619,37.000,12.000,0.906,29.000,239.000,0.000,350.100,20.000,330.100
200817164225_OlE_HR_IPF0_35C,141,WE00052,E004,LO002,CO1,23.8,v1.4(may22-region),209.129,13.316,19183.000,3.165,136093.000,0.376,0.666,42.000,7.000,0.598,121.000,239.000,0.000,350.100,24.000,326.100
200824164950_OlE_HR_IPF0_35C,62,WE00062,F011,LO001,CO1,23.81,v1.4(may22-region),222.846,1.952,1235.000,4.583,114824.000,0.318,0.600,9.000,2.000,0.806,35.000,239.000,0.000,350.100,21.000,329.100
200824164950_OlE_HR_IPF0_35C,97,WE00001,A001,LO002,CO1,23.82,v1.4(may22-region),251.138,3.015,19523.000,5.749,6521.000,0.412,0.728,17.000,4.000,0.653,0.000,239.000,0.000,350.100,18.000,332.100
200824164950_OlE_HR_IPF0_35C,110,WE00014,B011,LO002,CO1,23.83,v1.4(may22-region),489.014,5.563,9942.000,8.289,8336.000,0.416,0.695,46.000,8.000,0.548,0.000,239.000,0.000,350.100,18.000,332.100
200824164950_OlE_HR_IPF0_35C,111,WE00015,B010,LO002,CO1,23.83,v1.4(may22-region),139.917,33.789,22696.000,2.945,110867.000,0.431,0.744,100.000,21.000,0.686,91.000,239.000,0.000,350.100,19.000,331.100
200824164950_OlE_HR_IPF0_35C,119,WE00023,B002,LO002,CO1,23.82,v1.4(may22-region),439.159,6.883,21250.000,5.673,140327.000,0.420,0.739,39.000,8.000,0.540,23.000,239.000,0.000,350.100,20.000,330.100
200824164950_OlE_HR_IPF0_35C,173,WE00077,G005,LO002,CO1,23.85,v1.4(may22-region),192.688,10.625,12884.000,4.805,103858.000,0.372,0.666,51.000,12.000,0.694,43.000,239.000,0.000,350.100,22.000,328.100
200824164950_OlE_HR_IPF0_35C,177,WE00081,G009,LO002,CO1,23.83,v1.4(may22-region),93.598,6.832,3188.000,3.131,115765.000,0.372,0.638,21.000,6.000,0.789,85.000,239.000,0.000,350.100,19.000,331.100
200317163503_OlE_HR_IPF0_35C_2x,19,WE00019,B006,LO001,CO1,24.82,v1.4(may22-region),130.096,13.444,120999.000,3.967,132044.000,0.396,0.751,53.000,8.000,0.679,106.000,239.000,0.000,350.100,22.000,328.100
200317163503_OlE_HR_IPF0_35C_2x,95,WE00095,H002,LO001,CO1,24.78,v1.4(may22-region),510.379,15.923,25384.000,5.733,150769.000,0.429,0.773,91.000,16.000,0.542,61.000,239.000,0.000,350.100,17.000,333.100
200317163503_OlE_HR_IPF0_35C_2x,144,WE00048,D001,LO002,CO1,24.81,v1.4(may22-region),258.954,18.347,12814.000,3.927,169447.000,0.414,0.754,72.000,11.000,0.629,78.000,239.000,0.000,350.100,18.000,332.100
200317163503_OlE_HR_IPF0_35C_2x,163,WE00067,F006,LO002,CO1,24.77,v1.4(may22-region),134.906,19.450,47958.000,4.752,147421.000,0.424,0.772,92.000,13.000,0.698,90.000,239.000,0.000,350.100,20.000,330.100
200313140410_OlE_HR_IPF0_21C_2x,114,WE00018,B007,LO002,CO1,23.8,v1.4(may22-region),169.044,7.371,1680.000,4.753,130344.000,0.397,0.666,35.000,9.000,0.895,31.000,239.000,0.000,350.100,21.000,329.100
200316143414_OlE_HR_IPF0_21C_2x,30,WE00030,C006,LO001,CO1,24.84,v1.4(may22-region),103.092,0.679,412.000,7.648,8709.000,0.338,0.508,5.000,2.000,0.714,0.000,239.000,0.000,350.100,19.000,331.100
200316143414_OlE_HR_IPF0_21C_2x,39,WE00039,D010,LO001,CO1,24.8,v1.4(may22-region),166.748,10.904,1158.000,3.860,96059.000,0.379,0.744,42.000,9.000,0.723,112.000,239.000,0.000,350.100,23.000,327.100
200316143414_OlE_HR_IPF0_21C_2x,86,WE00086,H011,LO001,CO1,24.83,v1.4(may22-region),92.422,10.127,524.000,1.697,137515.000,0.243,0.322,17.000,6.000,0.370,0.000,181.000,0.000,350.100,25.000,325.100
200316143414_OlE_HR_IPF0_21C_2x,115,WE00019,B006,LO002,CO1,24.85,v1.4(may22-region),122.502,9.671,13718.000,3.451,124622.000,0.362,0.660,33.000,8.000,0.716,110.000,239.000,0.000,350.100,23.000,327.100
200316143414_OlE_HR_IPF0_21C_2x,123,WE00027,C003,LO002,CO1,24.79,v1.4(may22-region),221.471,26.833,9329.000,3.021,138723.000,0.411,0.732,81.000,15.000,0.767,45.000,239.000,0.000,350.100,15.000,335.100
